,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
1318,002594.SZ,20160104,63.1385,63.1385,57.256,57.609,63.1385,-5.529499999999999,-8.7577,114880.14,709177.5866
1317,002594.SZ,20160105,54.707,59.4227,54.707,58.1874,57.609,0.5783999999999949,1.004,166704.92,983037.0613
1316,002594.SZ,20160106,58.3345,59.5894,58.207,59.2365,58.1874,1.0491000000000028,1.803,98824.86,594339.8698
1315,002594.SZ,20160107,57.8443,58.3051,53.9226,54.3246,59.2365,-4.911900000000003,-8.292,41293.1,236717.5525
1314,002594.SZ,20160108,56.8639,59.4914,55.5893,58.2658,54.3246,3.941200000000002,7.2549,203567.18,1201830.6845
1313,002594.SZ,20160111,56.8541,59.7953,56.0795,56.7462,58.2658,-1.519599999999997,-2.608,200493.5,1184370.7886
1312,002594.SZ,20160112,57.5992,59.0012,56.8148,58.6482,56.7462,1.902000000000001,3.3518,153174.36,909233.3424
1311,002594.SZ,20160113,59.2953,60.0992,56.2364,56.2364,58.6482,-2.4117999999999995,-4.1123,148988.71,881214.0375
1310,002594.SZ,20160114,55.3932,58.8051,55.1972,58.7266,56.2364,2.4901999999999944,4.4281,146238.55,853221.3133
1309,002594.SZ,20160115,57.8541,58.6286,55.9031,56.9129,58.7266,-1.8136999999999972,-3.0884,109584.0,639074.9572
1308,002594.SZ,20160118,55.8933,57.4521,55.4129,56.5501,56.9129,-0.3628,-0.6375,105704.97,607753.5816
1307,002594.SZ,20160119,56.3737,57.9423,55.8638,57.7168,56.5501,1.1666999999999987,2.0631,137399.99,798925.2821
1306,002594.SZ,20160120,57.8443,58.5306,55.9815,56.609,57.7168,-1.1077999999999975,-1.9194,113692.67,663507.6674
1305,002594.SZ,20160121,55.9815,57.158,54.903,54.9226,56.609,-1.686399999999999,-2.979,115329.17,660993.1444
1304,002594.SZ,20160122,55.0991,55.7364,52.354,54.0795,54.9226,-0.8430999999999997,-1.5351,123017.58,677639.106
1303,002594.SZ,20160125,54.6089,54.903,53.1873,53.9226,54.0795,-0.15690000000000026,-0.2901,89777.12,494629.2683
1302,002594.SZ,20160126,53.1089,53.8148,48.5304,48.9912,53.9226,-4.931400000000004,-9.1453,151616.15,787099.0756
1301,002594.SZ,20160127,49.4912,49.6872,44.1283,47.2362,48.9912,-1.7550000000000026,-3.5823,132860.38,632329.6575
1300,002594.SZ,20160128,46.0793,47.2558,44.1871,44.4126,47.2362,-2.823599999999999,-5.9776,94022.02,439850.3734
1299,002594.SZ,20160129,44.3146,47.4519,44.3146,46.6578,44.4126,2.245200000000004,5.0553,105753.49,494660.8506
1298,002594.SZ,20160201,46.9127,48.6088,46.3735,47.648,46.6578,0.9902000000000015,2.1223,116492.75,567275.3911
1297,002594.SZ,20160202,47.6578,49.7951,47.648,49.4716,47.648,1.823599999999999,3.8272,105173.34,528591.539
1296,002594.SZ,20160203,49.4029,49.6872,48.7559,49.4225,49.4716,-0.04910000000000281,-0.0992,66779.99,334550.9351
1295,002594.SZ,20160204,50.001,51.2755,49.7167,50.2069,49.4225,0.784399999999998,1.5871,71640.66,369396.7081
1294,002594.SZ,20160205,50.4912,50.8833,49.0304,49.0892,50.2069,-1.1176999999999992,-2.2262,65890.92,333300.4346
1293,002594.SZ,20160215,47.246,49.4814,46.9617,49.0206,49.0892,-0.06859999999999644,-0.1397,52054.95,256365.4964
1292,002594.SZ,20160216,49.2657,51.599,49.2657,51.0598,49.0206,2.039200000000001,4.1599,80021.15,415262.2286
1291,002594.SZ,20160217,51.1775,53.903,51.1775,52.7559,51.0598,1.6960999999999942,3.3218,129986.86,700028.0664
1290,002594.SZ,20160218,53.5403,53.6873,52.0598,52.2069,52.7559,-0.5489999999999995,-1.0406,67409.5,361546.2454
1289,002594.SZ,20160219,52.8442,54.1677,52.452,53.2265,52.2069,1.019600000000004,1.953,93274.95,506556.6954
1288,002594.SZ,20160222,54.1187,54.4128,52.952,53.4422,53.2265,0.21569999999999823,0.4052,109220.75,597064.4712
1287,002594.SZ,20160223,53.6873,54.6187,52.9912,53.6285,53.4422,0.1863000000000028,0.3486,99202.18,543904.058
1286,002594.SZ,20160224,53.1677,54.1677,51.9814,53.9422,53.6285,0.3136999999999972,0.585,99757.6,541977.6448
1285,002594.SZ,20160225,54.9324,55.5403,50.148,50.7853,53.9422,-3.1569000000000003,-5.8524,213720.12,1169319.5293
1284,002594.SZ,20160226,51.7755,52.05,50.2167,51.3245,50.7853,0.539200000000001,1.0617,88412.62,462164.3787
1283,002594.SZ,20160229,52.0598,52.2559,48.0402,49.5206,51.3245,-1.8038999999999987,-3.5147,124177.34,630542.5892
1282,002594.SZ,20160301,49.55,50.8637,49.099,50.5304,49.5206,1.0097999999999985,2.0392,80229.88,409803.5939
1281,002594.SZ,20160302,50.0892,53.1481,50.0892,52.8442,50.5304,2.3138000000000005,4.579,118288.17,623608.1316
1280,002594.SZ,20160303,52.9422,53.8442,52.501,52.5304,52.8442,-0.3138000000000005,-0.5938,97766.04,529712.8847
1279,002594.SZ,20160304,52.3638,53.9226,51.7167,52.6481,52.5304,0.11769999999999925,0.2241,115790.03,625504.3132
1278,002594.SZ,20160307,53.4618,53.9128,52.5697,52.8932,52.6481,0.24510000000000076,0.4655,68695.2,371520.5169
1277,002594.SZ,20160308,52.9422,52.9422,50.5402,52.0696,52.8932,-0.823599999999999,-1.5571,77846.8,408570.936
1276,002594.SZ,20160309,51.099,51.6677,50.7853,50.9814,52.0696,-1.0882000000000005,-2.0899,56794.26,296179.734
1275,002594.SZ,20160310,50.9814,51.4226,50.2461,50.4912,50.9814,-0.4902000000000015,-0.9615,52084.23,268636.2849
1274,002594.SZ,20160311,50.3931,51.0794,49.6284,50.2559,50.4912,-0.23530000000000229,-0.466,40147.69,205633.4754
1273,002594.SZ,20160314,51.0794,52.9422,50.6088,52.2853,50.2559,2.0294000000000025,4.0381,97799.23,519334.8282
1272,002594.SZ,20160315,52.1579,54.403,52.1579,53.3736,52.2853,1.0883000000000038,2.0815,161424.19,880730.7525
1271,002594.SZ,20160316,53.5501,53.6775,51.8638,51.9618,53.3736,-1.4118000000000066,-2.6451,86341.95,462486.0074
1270,002594.SZ,20160317,52.6285,54.2167,52.2363,53.9814,51.9618,2.019600000000004,3.8867,143350.13,783634.2803
1269,002594.SZ,20160318,53.9814,56.2658,53.9814,55.8344,53.9814,1.8530000000000015,3.4327,150854.03,855458.1175
1268,002594.SZ,20160321,56.5305,56.7266,54.9226,55.9129,55.8344,0.07849999999999824,0.1406,142481.92,810929.5443
1267,002594.SZ,20160322,55.7854,57.0599,55.0011,56.5795,55.9129,0.6666000000000025,1.1922,132023.36,758552.8201
1266,002594.SZ,20160323,56.0795,56.8443,55.5697,56.1776,56.5795,-0.4019000000000048,-0.7103,82493.42,472493.4247
1265,002594.SZ,20160324,55.7854,57.2462,55.0011,55.3736,56.1776,-0.8039999999999949,-1.4312,91007.98,518424.8897
1264,002594.SZ,20160325,55.3736,56.4815,55.0011,55.8442,55.3736,0.47059999999999746,0.8499,81350.57,462177.833
1263,002594.SZ,20160328,56.4423,58.6874,56.0795,56.9129,55.8442,1.0686999999999998,1.9137,140569.2,824880.2573
1262,002594.SZ,20160329,57.158,58.2168,55.7462,55.756,56.9129,-1.1569000000000003,-2.0328,145902.0,844984.5297
1261,002594.SZ,20160330,56.0305,57.7658,56.0305,57.6482,55.756,1.8922000000000025,3.3937,104241.55,605828.1355
1260,002594.SZ,20160331,57.6776,58.5992,57.2364,57.658,57.6482,0.009799999999998477,0.017,101934.15,601474.5963
1259,002594.SZ,20160401,57.6384,57.6482,56.1384,57.158,57.658,-0.5,-0.8672,58376.44,338765.969
1258,002594.SZ,20160405,58.0207,59.0502,57.3835,57.8149,57.158,0.6569000000000003,1.1493,143295.41,853440.9613
1257,002594.SZ,20160406,57.3933,57.7952,56.7658,57.207,57.8149,-0.6079000000000008,-1.0515,96696.31,563382.6699
1256,002594.SZ,20160407,57.3345,57.5109,55.5795,55.9325,57.207,-1.2745000000000033,-2.2279,88805.72,510245.3065
1255,002594.SZ,20160408,55.4913,56.8148,55.4619,56.5697,55.9325,0.6372,1.1392,71666.21,410464.8402
1254,002594.SZ,20160411,56.5697,57.6776,56.2854,56.6972,56.5697,0.12750000000000483,0.2254,84675.9,491337.522
1253,002594.SZ,20160412,56.6188,57.256,55.6874,56.7658,56.6972,0.06859999999999644,0.121,89768.73,516656.7256
1252,002594.SZ,20160413,57.4521,58.1678,57.2854,57.4423,56.7658,0.6765000000000043,1.1917,119290.95,702845.5357
1251,002594.SZ,20160414,57.6482,57.9227,57.1874,57.5992,57.4423,0.15690000000000026,0.2731,65735.34,385405.5434
1250,002594.SZ,20160415,57.4423,57.7364,56.4717,57.0992,57.5992,-0.5,-0.8681,65158.69,379621.9933
1249,002594.SZ,20160418,57.1286,59.0012,56.5305,58.8443,57.0992,1.7450999999999937,3.0563,125881.02,743192.1942
1248,002594.SZ,20160419,58.5894,64.2169,58.4913,61.2169,58.8443,2.3726000000000056,4.032,228641.52,1433670.5301
1247,002594.SZ,20160420,60.7855,61.0894,56.9129,59.0306,61.2169,-2.186300000000003,-3.5714,171497.32,1039526.6371
1246,002594.SZ,20160421,58.8345,62.5502,58.5992,60.913,59.0306,1.882399999999997,3.1889,154117.8,961752.3433
1245,002594.SZ,20160422,60.0698,61.7561,59.4816,60.6875,60.913,-0.2254999999999967,-0.3702,88989.6,551830.7476
1244,002594.SZ,20160425,60.6973,60.7855,58.8247,59.56,60.6875,-1.1274999999999977,-1.8579,88199.6,535873.8365
1243,002594.SZ,20160426,59.3149,61.7267,59.3149,60.8149,59.56,1.2548999999999992,2.107,72850.94,452928.6436
1242,002594.SZ,20160427,61.2757,62.0502,60.8149,61.109,60.8149,0.29410000000000025,0.4836,91475.18,573415.7432
1241,002594.SZ,20160428,61.3443,61.56,59.3247,60.6777,61.109,-0.43130000000000024,-0.7058,76025.05,467163.4768
1240,002594.SZ,20160429,60.9816,63.3444,60.9816,62.462,60.6777,1.7843000000000018,2.9406,161383.31,1029449.9092
1239,002594.SZ,20160503,62.5502,63.0601,61.5404,63.0405,62.462,0.5784999999999982,0.9262,135670.26,864598.7198
1238,002594.SZ,20160504,62.6777,63.4228,62.1287,62.3051,63.0405,-0.7353999999999985,-1.1666,96593.07,617598.4853
1237,002594.SZ,20160505,62.2659,62.3051,61.3738,62.2267,62.3051,-0.07840000000000202,-0.1258,71386.3,449741.4341
1236,002594.SZ,20160506,61.7757,62.2267,59.8051,60.0012,62.2267,-2.225500000000004,-3.5764,102812.04,638044.8469
1235,002594.SZ,20160509,58.9325,59.609,57.109,57.8443,60.0012,-2.1569000000000003,-3.5948,101203.99,603200.5209
1234,002594.SZ,20160510,57.8443,58.3247,57.2854,57.5501,57.8443,-0.29419999999999646,-0.5086,56623.32,333635.9783
1233,002594.SZ,20160511,57.8443,58.2168,56.6874,57.1678,57.5501,-0.38230000000000075,-0.6643,69451.19,407011.314
1232,002594.SZ,20160512,56.8933,58.7953,56.2854,58.3443,57.1678,1.1764999999999972,2.058,82474.41,487780.115
1231,002594.SZ,20160513,58.2953,59.1972,57.6972,58.0109,58.3443,-0.3333999999999975,-0.5714,58160.09,346461.6863
1230,002594.SZ,20160516,58.1678,59.3933,57.8737,59.3737,58.0109,1.3628,2.3492,65887.42,395406.3889
1229,002594.SZ,20160517,59.3737,59.8051,58.4913,59.158,59.3737,-0.21569999999999823,-0.3633,54326.43,327224.2699
1228,002594.SZ,20160518,58.6188,58.6188,56.9717,57.4129,59.158,-1.7451000000000008,-2.9499,58725.86,346260.4578
1227,002594.SZ,20160519,57.7658,58.3149,57.2952,57.4227,57.4129,0.009799999999998477,0.0171,37542.17,221050.1819
1226,002594.SZ,20160520,57.158,58.0109,56.8541,57.9423,57.4227,0.5196000000000041,0.9049,36587.36,215447.5894
1225,002594.SZ,20160523,58.0404,59.0306,58.0404,58.2658,57.9423,0.3234999999999957,0.5583,51618.59,307939.0298
1224,002594.SZ,20160524,58.3835,58.9815,57.8737,58.0698,58.2658,-0.19599999999999795,-0.3364,62206.34,370386.5134
1223,002594.SZ,20160525,58.5894,58.8247,57.8541,57.9619,58.0698,-0.10790000000000077,-0.1858,42040.15,250309.431
1222,002594.SZ,20160526,58.2266,58.5502,56.4717,57.6188,57.9619,-0.34309999999999974,-0.5919,57422.66,334900.6148
1221,002594.SZ,20160527,57.4521,57.5403,56.4717,56.658,57.6188,-0.960799999999999,-1.6675,59010.42,342420.4686
1220,002594.SZ,20160530,56.6776,57.2168,56.256,56.7854,56.658,0.1274000000000015,0.2249,42734.73,248092.6519
1219,002594.SZ,20160531,56.8148,58.7757,56.8148,58.6286,56.7854,1.843199999999996,3.2459,87393.02,517580.0839
1218,002594.SZ,20160601,58.7168,59.0208,58.3933,58.5698,58.6286,-0.058799999999997965,-0.1003,69499.04,416050.005
1217,002594.SZ,20160602,58.6678,58.9521,57.8443,58.7462,58.5698,0.176400000000001,0.3012,49215.05,293575.2869
1216,002594.SZ,20160603,58.8051,59.2561,58.7659,58.8247,58.7462,0.07849999999999824,0.1336,62744.84,377694.6221
1215,002594.SZ,20160606,59.2659,59.7267,58.609,58.9717,58.8247,0.14699999999999847,0.2499,58724.78,354139.2707
1214,002594.SZ,20160607,59.0796,60.7659,58.8345,60.06,58.9717,1.0883000000000038,1.8455,89950.53,549160.7773
1213,002594.SZ,20160608,60.0698,60.1776,58.8247,59.1678,60.06,-0.8922000000000025,-1.4855,66884.07,404215.0739
1212,002594.SZ,20160613,58.3639,58.8247,56.305,56.3148,59.1678,-2.8530000000000015,-4.8219,106828.07,625226.9353
1211,002594.SZ,20160614,55.9423,56.7266,55.707,55.9423,56.3148,-0.37249999999999517,-0.6615,56651.08,324573.7791
1210,002594.SZ,20160615,55.4129,58.7168,55.4129,57.9815,55.9423,2.039199999999994,3.6452,112730.76,662195.1519
1209,002594.SZ,20160616,57.5796,59.7855,56.9325,58.256,57.9815,0.2745000000000033,0.4734,102583.29,609670.0995
1208,002594.SZ,20160617,58.3149,59.158,57.6972,58.0502,58.256,-0.20580000000000354,-0.3533,67172.4,400331.848
1207,002594.SZ,20160620,58.3443,58.9815,58.1188,58.4325,58.0502,0.38230000000000075,0.6586,44497.36,265601.7911
1206,002594.SZ,20160621,58.7757,59.4129,58.0502,58.2266,58.4325,-0.20589999999999975,-0.3524,98047.29,589060.148
1205,002594.SZ,20160622,59.2365,60.5894,58.9717,59.7267,58.2266,1.5001000000000033,2.5763,133208.45,813809.734
1204,002594.SZ,20160623,59.1776,59.7953,58.5992,58.8541,59.7267,-0.8725999999999985,-1.461,65656.58,395510.3099
1203,002594.SZ,20160624,58.8149,59.3051,56.1776,57.9521,58.8541,-0.902000000000001,-1.5326,82357.35,487675.5231
1202,002594.SZ,20160627,57.8443,58.7659,57.707,58.5011,57.9521,0.5489999999999995,0.9473,47690.61,283438.8488
1201,002594.SZ,20160628,58.1384,59.2168,57.7168,59.1188,58.5011,0.6176999999999992,1.0559,70130.72,417605.439
1200,002594.SZ,20160629,58.8639,59.3149,58.5894,59.2168,59.1188,0.09799999999999898,0.1658,67588.38,406484.5025
1199,002594.SZ,20160630,59.2659,60.2757,58.8541,59.8149,59.2168,0.5981000000000023,1.01,87859.76,533814.9391
1198,002594.SZ,20160701,59.7855,60.8345,59.2757,60.1875,59.8149,0.3725999999999985,0.6229,91117.74,558680.3255
1197,002594.SZ,20160704,60.0502,60.7169,59.4325,60.2463,60.1875,0.058799999999997965,0.0977,82442.65,505874.2491
1196,002594.SZ,20160705,60.1973,60.3541,59.0306,59.609,60.2463,-0.6372999999999962,-1.0578,91866.83,557273.8676
1195,002594.SZ,20160706,59.5796,60.0012,59.1972,59.6286,59.609,0.019599999999996953,0.0329,49594.88,301374.688
1194,002594.SZ,20160707,59.609,61.3051,59.4129,60.7169,59.6286,1.0883000000000038,1.8251,123337.95,763077.2315
1193,002594.SZ,20160708,60.9522,61.8542,60.6188,60.9718,60.7169,0.25489999999999924,0.4198,91199.91,568456.8305
1192,002594.SZ,20160711,61.3639,61.6777,59.9522,60.0306,60.9718,-0.941200000000002,-1.5437,68910.37,428221.7674
1191,002594.SZ,20160712,59.7855,60.2659,59.0012,59.8737,60.0306,-0.15690000000000026,-0.2614,88768.36,539495.2614
1190,002594.SZ,20160713,59.8051,59.9227,59.2659,59.7365,59.8737,-0.1372,-0.2291,89922.94,546125.7611
1189,002594.SZ,20160714,59.5404,60.158,59.2855,60.0012,59.7365,0.2646999999999977,0.4431,70836.08,431523.2708
1188,002594.SZ,20160715,60.4816,62.9228,60.2561,61.7561,60.0012,1.7549000000000063,2.9248,191155.16,1201518.3417
1187,002594.SZ,20160718,62.1091,62.6287,61.2365,61.4228,61.7561,-0.33330000000000126,-0.5397,98431.98,620707.2535
1186,002594.SZ,20160719,61.5306,61.7267,60.962,61.5698,61.4228,0.14699999999999847,0.2393,51609.45,322840.6856
1185,002594.SZ,20160720,61.5796,62.06,61.2757,61.2757,61.5698,-0.29410000000000025,-0.4777,54593.47,343176.6358
1184,002594.SZ,20160721,61.4228,61.6189,60.5992,60.7267,61.2757,-0.5489999999999995,-0.896,66111.99,410895.5747
1183,002594.SZ,20160722,61.4228,61.5698,59.8051,60.2953,60.7267,-0.43140000000000356,-0.7104,76550.26,472178.972
1182,002594.SZ,20160725,60.2953,60.7659,59.1286,59.3345,60.2953,-0.960799999999999,-1.5935,76704.06,469124.8941
1181,002594.SZ,20160726,59.7071,60.1482,59.4031,59.9718,59.3345,0.6373000000000033,1.0741,53647.39,327261.2563
1180,002594.SZ,20160727,59.9424,59.9424,57.3835,58.2168,59.9718,-1.7550000000000026,-2.9264,100834.12,603839.0914
1179,002594.SZ,20160728,58.3345,59.1384,57.8541,58.5796,58.2168,0.3628,0.6232,52083.63,310691.7171
1178,002594.SZ,20160729,58.5796,59.0698,58.0305,58.1874,58.5796,-0.39220000000000255,-0.6695,37382.5,222997.0483
1177,002594.SZ,20160801,58.1972,58.5992,57.5501,57.7462,58.1874,-0.44119999999999493,-0.7582,34770.49,205289.0281
1176,002594.SZ,20160802,57.4521,57.9325,57.4031,57.8051,57.7462,0.058900000000001285,0.102,38069.89,223826.9371
1175,002594.SZ,20160803,57.8051,57.9227,57.4913,57.6874,57.8051,-0.11770000000000636,-0.2036,26517.9,155989.7341
1174,002594.SZ,20160804,57.7168,58.0109,57.5501,57.9227,57.6874,0.23530000000000229,0.4079,31541.62,185958.6518
1173,002594.SZ,20160805,57.9325,58.3345,57.5698,57.6188,57.9227,-0.3038999999999987,-0.5247,42907.14,253389.4352
1172,002594.SZ,20160808,57.6776,57.8247,56.9325,57.756,57.6188,0.1372,0.2381,38192.99,223518.5082
1171,002594.SZ,20160809,57.7952,58.0305,57.4031,57.9913,57.756,0.23530000000000229,0.4074,47191.54,277422.4106
1170,002594.SZ,20160810,58.0011,58.3051,57.609,57.7364,57.9913,-0.25489999999999924,-0.4395,33802.22,199634.7808
1169,002594.SZ,20160811,57.7266,58.2266,57.4423,57.4521,57.7364,-0.2843000000000018,-0.4924,48134.53,284372.939
1168,002594.SZ,20160812,57.8443,58.5796,57.5501,58.109,57.4521,0.6569000000000003,1.1434,52718.47,312370.9589
1167,002594.SZ,20160815,58.3247,59.4129,57.8443,58.8933,58.109,0.7843000000000018,1.3497,96417.72,577711.4825
1166,002594.SZ,20160816,59.0208,59.1678,58.6286,58.7462,58.8933,-0.14710000000000178,-0.2498,78102.69,468587.3385
1165,002594.SZ,20160817,58.8247,60.0012,58.8247,59.5306,58.7462,0.784399999999998,1.3352,87137.95,529854.4284
1164,002594.SZ,20160818,59.511,59.511,58.7659,58.8835,59.5306,-0.6471000000000018,-1.087,59420.44,358107.544
1163,002594.SZ,20160819,58.8247,59.0012,58.4815,58.6874,58.8835,-0.19610000000000127,-0.333,37769.39,225968.6923
1162,002594.SZ,20160822,58.7168,58.9227,57.4815,57.5305,58.6874,-1.1568999999999932,-1.9713,63053.16,373599.8344
1161,002594.SZ,20160823,57.8051,57.9031,57.4129,57.756,57.5305,0.2254999999999967,0.392,34301.08,201622.1364
1160,002594.SZ,20160824,57.8443,58.0109,57.6286,57.9227,57.756,0.16669999999999874,0.2886,30901.19,182378.7533
1159,002594.SZ,20160825,57.8051,57.8051,56.5011,57.0599,57.9227,-0.8628,-1.4896,65348.26,380306.8444
1158,002594.SZ,20160826,57.3541,57.3541,56.8639,57.207,57.0599,0.14710000000000178,0.2578,44163.57,257151.3417
1157,002594.SZ,20160829,57.6972,57.9717,57.0109,57.1482,57.207,-0.058799999999997965,-0.1028,67373.27,393911.9877
1156,002594.SZ,20160830,57.256,57.3933,57.0109,57.3247,57.1482,0.17649999999999721,0.3088,39551.93,230860.856
1155,002594.SZ,20160831,57.4815,57.4913,57.0599,57.4031,57.3247,0.07840000000000202,0.1368,28026.45,163867.9828
1154,002594.SZ,20160901,57.5011,57.5698,57.305,57.3148,57.4031,-0.08830000000000382,-0.1538,31025.06,181784.4064
1153,002594.SZ,20160902,57.305,57.305,56.6678,56.7266,57.3148,-0.5882000000000005,-1.0263,44156.33,256123.3332
1152,002594.SZ,20160905,56.8639,57.1188,56.4717,56.7854,56.7266,0.05880000000000507,0.1037,26712.51,154861.3518
1151,002594.SZ,20160906,56.9815,58.3541,56.6482,58.3443,56.7854,1.5588999999999942,2.7452,84732.65,500155.3023
1150,002594.SZ,20160907,58.3345,58.4325,57.7462,57.8149,58.3443,-0.5293999999999954,-0.9074,51287.28,303663.8519
1149,002594.SZ,20160908,57.8247,58.0894,57.5992,57.7462,57.8149,-0.06869999999999976,-0.1188,32724.36,192775.7113
1148,002594.SZ,20160909,57.8737,59.0992,57.8345,57.8541,57.7462,0.10790000000000077,0.1869,67664.29,403114.8087
1147,002594.SZ,20160912,56.8639,57.3247,56.4815,56.5403,57.8541,-1.3138000000000005,-2.2709,57353.14,332129.5847
1146,002594.SZ,20160913,56.8639,56.9619,55.6874,55.9031,56.5403,-0.6372,-1.127,67381.3,385278.7878
1145,002594.SZ,20160914,55.8834,55.8834,54.903,54.9128,55.9031,-0.9903000000000048,-1.7715,61515.39,346762.0766
1144,002594.SZ,20160919,54.9913,55.805,54.9913,55.5697,54.9128,0.6569000000000003,1.1963,41144.24,233140.453
1143,002594.SZ,20160920,55.7364,55.9325,55.0207,55.207,55.5697,-0.3626999999999967,-0.6527,30931.48,174746.9779
1142,002594.SZ,20160921,55.4129,55.8148,55.0697,55.6383,55.207,0.43130000000000024,0.7812,31946.48,180758.6901
1141,002594.SZ,20160922,55.7854,56.0599,55.6972,55.9815,55.6383,0.34319999999999595,0.6168,46557.86,265300.7844
1140,002594.SZ,20160923,56.0305,56.0795,55.707,55.8638,55.9815,-0.11769999999999925,-0.2102,27230.45,155163.7424
1139,002594.SZ,20160926,55.8638,55.8933,54.0795,54.3148,55.8638,-1.5489999999999995,-2.7728,50539.71,283005.016
1138,002594.SZ,20160927,54.2462,54.6383,54.0011,54.354,54.3148,0.03920000000000101,0.0722,31539.43,174990.7544
1137,002594.SZ,20160928,54.6187,54.6187,54.2167,54.2462,54.354,-0.10779999999999745,-0.1983,21689.78,120304.811
1136,002594.SZ,20160929,54.403,54.6579,53.9128,54.1285,54.2462,-0.11769999999999925,-0.217,36813.61,204100.7466
1135,002594.SZ,20160930,54.0697,54.6677,53.9324,54.5011,54.1285,0.3725999999999985,0.6884,30346.71,168334.9393
1134,002594.SZ,20161010,54.8148,55.756,54.8148,55.6874,54.5011,1.1862999999999957,2.1767,44047.87,248043.5697
1133,002594.SZ,20161011,55.7658,57.207,55.4913,56.756,55.6874,1.0686000000000035,1.9189,90887.48,524781.048
1132,002594.SZ,20161012,56.7168,56.8148,56.0599,56.4129,56.756,-0.34309999999999974,-0.6045,48286.24,277516.4311
1131,002594.SZ,20161013,56.4717,57.0795,56.0403,56.1874,56.4129,-0.2255000000000038,-0.3997,44595.53,256548.4682
1130,002594.SZ,20161014,56.3344,56.6188,55.5403,56.1482,56.1874,-0.039199999999993906,-0.0698,36706.02,209800.4155
1129,002594.SZ,20161017,56.2266,56.5207,55.5207,55.6678,56.1482,-0.48040000000000305,-0.8556,44795.83,256419.5723
